frame,image_index,agents,agents_smoothed
0,0,88,88.0
1,0,88,88.0
2,0,88,88.0
3,0,88,88.0
4,0,88,88.0
5,0,88,88.0
6,0,88,88.0
7,0,89,88.125
8,0,89,88.22222222222223
9,0,89,88.3
10,0,89,88.36363636363636
11,0,89,88.41666666666667
12,0,89,88.46153846153847
13,0,89,88.5
14,0,89,88.53333333333333
15,0,89,88.5625
16,0,89,88.58823529411765
17,0,90,88.66666666666667
18,0,90,88.73684210526316
19,0,89,88.75
20,0,89,88.76190476190476
21,0,89,88.77272727272727
22,0,90,88.82608695652173
23,0,90,88.875
24,0,90,88.92
25,0,90,88.96153846153847
26,0,89,88.96296296296296
27,0,90,89.0
28,0,91,89.06896551724138
29,0,92,89.16666666666667
30,0,91,89.2258064516129
31,0,91,89.28125
32,0,91,89.33333333333333
33,0,91,89.38235294117646
34,0,91,89.42857142857143
35,0,91,89.47222222222223
36,0,91,89.51351351351352
37,0,90,89.52631578947368
38,0,91,89.56410256410257
39,0,91,89.6
40,0,91,89.63414634146342
41,0,91,89.66666666666667
42,0,91,89.69767441860465
43,0,91,89.72727272727273
44,0,89,89.71111111111111
45,0,89,89.69565217391305
46,0,88,89.65957446808511
47,0,87,89.60416666666667
48,0,87,89.55102040816327
49,0,87,89.5
50,0,87,89.45098039215686
51,0,87,89.40384615384616
52,0,88,89.37735849056604
53,0,88,89.35185185185185
54,0,86,89.2909090909091
55,0,86,89.23214285714286
56,0,86,89.17543859649123
57,0,87,89.13793103448276
58,0,87,89.10169491525424
59,0,87,89.06666666666666
60,0,88,89.04918032786885
61,0,87,89.01612903225806
62,0,87,88.98412698412699
63,0,87,88.953125
64,0,86,88.9076923076923
65,0,88,88.89393939393939
66,0,88,88.88059701492537
67,0,87,88.8529411764706
68,0,87,88.82608695652173
69,0,85,88.77142857142857
70,0,85,88.71830985915493
71,0,85,88.66666666666667
72,0,84,88.6027397260274
73,0,84,88.54054054054055
74,0,83,88.46666666666667
75,0,83,88.39473684210526
76,0,84,88.33766233766234
77,0,84,88.28205128205128
78,0,85,88.24050632911393
79,0,85,88.2
80,0,85,88.1604938271605
81,0,84,88.10975609756098
82,0,84,88.06024096385542
83,0,84,88.01190476190476
84,0,84,87.96470588235294
85,0,84,87.9186046511628
86,0,86,87.89655172413794
87,0,86,87.875
88,0,86,87.85393258426966
89,0,86,87.83333333333333
90,0,85,87.8021978021978
91,0,85,87.77173913043478
92,0,84,87.73118279569893
93,0,84,87.69148936170212
94,0,85,87.66315789473684
95,0,83,87.61458333333333
96,0,84,87.57731958762886
97,0,84,87.54081632653062
98,0,84,87.5050505050505
99,0,85,87.48
100,0,85,87.45544554455445
101,0,87,87.45098039215686
102,0,88,87.45631067961165
103,0,89,87.47115384615384
104,0,90,87.4952380952381
105,0,91,87.52830188679245
106,0,91,87.5607476635514
107,0,91,87.5925925925926
108,0,90,87.61467889908256
109,0,91,87.64545454545454
110,0,90,87.66666666666667
111,0,90,87.6875
112,0,90,87.70796460176992
113,0,89,87.71929824561404
114,0,88,87.72173913043478
115,0,89,87.73275862068965
116,0,89,87.74358974358974
117,0,89,87.7542372881356
118,0,89,87.76470588235294
119,0,88,87.76666666666667
120,0,86,87.75206611570248
121,0,85,87.72950819672131
122,0,85,87.70731707317073
123,0,85,87.68548387096774
124,0,86,87.672
125,0,86,87.65873015873017
126,0,85,87.63779527559055
127,0,85,87.6171875
128,0,87,87.6124031007752
129,0,88,87.61538461538461
130,0,89,87.62595419847328
131,0,89,87.63636363636364
132,0,88,87.6390977443609
133,0,88,87.64179104477611
134,0,89,87.65185185185184
135,0,89,87.66176470588235
136,0,89,87.67153284671532
137,0,89,87.68115942028986
138,0,90,87.6978417266187
139,0,91,87.72142857142858
140,0,91,87.74468085106383
141,0,91,87.76760563380282
142,0,92,87.7972027972028
143,0,92,87.82638888888889
144,0,92,87.8551724137931
145,0,92,87.88356164383562
146,0,91,87.9047619047619
147,0,92,87.93243243243244
148,0,93,87.96644295302013
149,0,93,88.0
150,0,92,88.02649006622516
151,0,92,88.05263157894737
152,0,92,88.07843137254902
153,0,93,88.1103896103896
154,0,93,88.14193548387097
155,0,93,88.17307692307692
156,0,93,88.20382165605096
157,0,91,88.22151898734177
158,0,91,88.23899371069183
159,0,91,88.25625
160,0,91,88.27329192546584
161,0,91,88.29012345679013
162,0,90,88.30061349693251
163,0,90,88.3109756097561
164,0,90,88.32121212121213
165,0,90,88.33132530120481
166,0,90,88.34131736526946
167,0,90,88.35119047619048
168,0,90,88.36094674556213
169,0,90,88.37058823529412
170,0,90,88.38011695906432
171,0,90,88.38953488372093
172,0,90,88.39884393063583
173,0,90,88.4080459770115
174,0,89,88.41142857142857
175,0,88,88.4090909090909
176,0,88,88.40677966101696
177,0,89,88.41011235955057
178,0,88,88.40782122905028
179,0,88,88.40555555555555
180,0,89,88.40883977900552
181,0,90,88.41758241758242
182,0,90,88.42622950819673
183,0,90,88.43478260869566
184,0,90,88.44324324324324
185,0,90,88.45161290322581
186,0,89,88.45454545454545
187,0,89,88.45744680851064
188,0,89,88.46031746031746
189,0,88,88.4578947368421
190,0,88,88.45549738219896
191,0,88,88.453125
192,0,87,88.44559585492227
193,0,88,88.44329896907216
194,0,88,88.44102564102565
195,0,88,88.43877551020408
196,0,89,88.44162436548223
197,0,90,88.44949494949495
198,0,91,88.46231155778895
199,0,91,88.475
200,0,91,88.48756218905473
201,0,91,88.5
202,0,91,88.51231527093596
203,0,92,88.52941176470588
204,0,92,88.54634146341463
205,0,91,88.55825242718447
206,0,90,88.56521739130434
207,0,90,88.57211538461539
208,0,89,88.57416267942584
209,0,89,88.57619047619048
210,0,88,88.57345971563981
211,0,87,88.56603773584905
212,0,87,88.55868544600939
213,0,85,88.54205607476635
214,0,86,88.53023255813953
215,0,87,88.52314814814815
216,0,86,88.51152073732719
217,0,84,88.4908256880734
218,0,83,88.46575342465754
219,0,83,88.44090909090909
220,0,83,88.41628959276018
221,0,84,88.3963963963964
222,0,83,88.37219730941705
223,0,84,88.35267857142857
224,0,84,88.33333333333333
225,0,84,88.3141592920354
