frame,state,agents,agents_smoothed,state_name
72,0,71,81.93150684931507,WANDERING
73,0,71,81.78378378378379,WANDERING
74,0,71,81.64,WANDERING
75,0,74,81.53947368421052,WANDERING
76,0,74,81.44155844155844,WANDERING
77,0,75,81.35897435897436,WANDERING
78,0,74,81.26582278481013,WANDERING
79,0,74,81.175,WANDERING
80,0,75,81.09876543209876,WANDERING
81,0,75,81.02439024390245,WANDERING
82,0,75,80.95180722891567,WANDERING
83,0,75,80.88095238095238,WANDERING
84,0,75,80.81176470588235,WANDERING
85,0,75,80.74418604651163,WANDERING
86,0,75,80.67816091954023,WANDERING
87,0,75,80.61363636363636,WANDERING
88,0,75,80.5505617977528,WANDERING
89,0,76,80.5,WANDERING
90,0,76,80.45054945054945,WANDERING
91,0,76,80.40217391304348,WANDERING
92,0,76,80.35483870967742,WANDERING
93,0,76,80.30851063829788,WANDERING
94,0,76,80.26315789473684,WANDERING
95,0,76,80.21875,WANDERING
96,0,76,80.17525773195877,WANDERING
97,0,76,80.13265306122449,WANDERING
98,0,76,80.0909090909091,WANDERING
99,0,77,80.06,WANDERING
100,0,78,80.03960396039604,WANDERING
101,0,78,80.01960784313725,WANDERING
102,0,80,80.01941747572816,WANDERING
103,0,81,80.02884615384616,WANDERING
104,0,82,80.04761904761905,WANDERING
105,0,82,80.06603773584905,WANDERING
106,0,83,80.09345794392523,WANDERING
107,0,82,80.11111111111111,WANDERING
108,0,83,80.13761467889908,WANDERING
109,0,83,80.16363636363636,WANDERING
110,0,84,80.1981981981982,WANDERING
111,0,84,80.23214285714286,WANDERING
112,0,84,80.26548672566372,WANDERING
113,0,84,80.29824561403508,WANDERING
114,0,86,80.34782608695652,WANDERING
115,0,86,80.39655172413794,WANDERING
116,0,86,80.44444444444444,WANDERING
117,0,85,80.48305084745763,WANDERING
118,0,84,80.5126050420168,WANDERING
119,0,86,80.55833333333334,WANDERING
120,0,85,80.59504132231405,WANDERING
121,0,85,80.6311475409836,WANDERING
122,0,85,80.66666666666667,WANDERING
123,0,85,80.70161290322581,WANDERING
124,0,85,80.736,WANDERING
125,0,85,80.76984126984127,WANDERING
126,0,86,80.81102362204724,WANDERING
127,0,86,80.8515625,WANDERING
128,0,86,80.89147286821705,WANDERING
129,0,87,80.93846153846154,WANDERING
130,0,87,80.98473282442748,WANDERING
131,0,86,81.02272727272727,WANDERING
132,0,85,81.05263157894737,WANDERING
133,0,84,81.07462686567165,WANDERING
134,0,83,81.08888888888889,WANDERING
135,0,83,81.1029411764706,WANDERING
136,0,83,81.11678832116789,WANDERING
137,0,83,81.1304347826087,WANDERING
138,0,84,81.15107913669065,WANDERING
139,0,84,81.17142857142858,WANDERING
140,0,84,81.19148936170212,WANDERING
141,0,84,81.21126760563381,WANDERING
142,0,83,81.22377622377623,WANDERING
143,0,83,81.23611111111111,WANDERING
144,0,83,81.24827586206897,WANDERING
145,0,84,81.26712328767124,WANDERING
146,0,83,81.27891156462584,WANDERING
147,0,82,81.28378378378379,WANDERING
148,0,82,81.28859060402685,WANDERING
149,0,82,81.29333333333334,WANDERING
150,0,82,81.29801324503312,WANDERING
151,0,83,81.3092105263158,WANDERING
152,0,83,81.3202614379085,WANDERING
153,0,83,81.33116883116882,WANDERING
154,0,83,81.34193548387097,WANDERING
155,0,84,81.35897435897436,WANDERING
156,0,84,81.37579617834395,WANDERING
157,0,84,81.39240506329114,WANDERING
158,0,84,81.40880503144655,WANDERING
159,0,84,81.425,WANDERING
160,0,84,81.44099378881988,WANDERING
161,0,82,81.44444444444444,WANDERING
162,0,82,81.4478527607362,WANDERING
163,0,82,81.45121951219512,WANDERING
164,0,82,81.45454545454545,WANDERING
165,0,82,81.4578313253012,WANDERING
166,0,81,81.45508982035928,WANDERING
167,0,81,81.45238095238095,WANDERING
168,0,81,81.44970414201184,WANDERING
169,0,81,81.44705882352942,WANDERING
170,0,81,81.44444444444444,WANDERING
171,0,81,81.44186046511628,WANDERING
172,0,81,81.4393063583815,WANDERING
173,0,81,81.4367816091954,WANDERING
174,0,81,81.43428571428572,WANDERING
175,0,81,81.43181818181819,WANDERING
176,0,80,81.42372881355932,WANDERING
177,0,80,81.41573033707866,WANDERING
178,0,80,81.40782122905028,WANDERING
179,0,79,81.39444444444445,WANDERING
180,0,77,81.37016574585635,WANDERING
181,0,77,81.34615384615384,WANDERING
182,0,77,81.3224043715847,WANDERING
183,0,77,81.29891304347827,WANDERING
184,0,77,81.27567567567567,WANDERING
185,0,77,81.25268817204301,WANDERING
186,0,77,81.22994652406418,WANDERING
187,0,76,81.20212765957447,WANDERING
188,0,76,81.17460317460318,WANDERING
189,0,76,81.14736842105263,WANDERING
190,0,75,81.1151832460733,WANDERING
191,0,75,81.08333333333333,WANDERING
192,0,75,81.05181347150258,WANDERING
193,0,75,81.02061855670104,WANDERING
194,0,75,80.98974358974358,WANDERING
195,0,75,80.95918367346938,WANDERING
196,0,75,80.92893401015229,WANDERING
197,0,75,80.8989898989899,WANDERING
198,0,75,80.86934673366834,WANDERING
199,0,75,80.84,WANDERING
200,0,75,80.81094527363184,WANDERING
201,0,75,80.78217821782178,WANDERING
202,0,74,80.7487684729064,WANDERING
203,0,74,80.7156862745098,WANDERING
204,0,74,80.6829268292683,WANDERING
205,0,75,80.65533980582525,WANDERING
206,0,75,80.6280193236715,WANDERING
207,0,75,80.60096153846153,WANDERING
208,0,75,80.57416267942584,WANDERING
209,0,75,80.54761904761905,WANDERING
210,0,75,80.52132701421802,WANDERING
211,0,75,80.49528301886792,WANDERING
212,0,75,80.46948356807512,WANDERING
213,0,75,80.44392523364486,WANDERING
214,0,74,80.41395348837209,WANDERING
215,0,75,80.38888888888889,WANDERING
216,0,74,80.3594470046083,WANDERING
217,0,74,80.3302752293578,WANDERING
218,0,74,80.3013698630137,WANDERING
219,0,74,80.27272727272727,WANDERING
220,0,74,80.24434389140272,WANDERING
221,0,73,80.21171171171171,WANDERING
222,0,73,80.17937219730942,WANDERING
223,0,71,80.13839285714286,WANDERING
224,0,71,80.09777777777778,WANDERING
225,0,71,80.0575221238938,WANDERING
226,0,71,80.01762114537445,WANDERING
227,0,71,79.9780701754386,WANDERING
228,0,70,79.93449781659389,WANDERING
229,0,70,79.8913043478261,WANDERING
230,0,70,79.84848484848484,WANDERING
231,0,71,79.8103448275862,WANDERING
232,0,71,79.7725321888412,WANDERING
233,0,71,79.73504273504274,WANDERING
234,0,72,79.70212765957447,WANDERING
235,0,72,79.66949152542372,WANDERING
236,0,72,79.63713080168776,WANDERING
237,0,70,79.59663865546219,WANDERING
238,0,70,79.55648535564853,WANDERING
239,0,71,79.52083333333333,WANDERING
240,0,71,79.48547717842324,WANDERING
241,0,71,79.4504132231405,WANDERING
242,0,71,79.4156378600823,WANDERING
243,0,71,79.3811475409836,WANDERING
244,0,71,79.34693877551021,WANDERING
245,0,71,79.3130081300813,WANDERING
246,0,69,79.27125506072875,WANDERING
247,0,69,79.22983870967742,WANDERING
248,0,68,79.18473895582329,WANDERING
249,0,69,79.144,WANDERING
250,0,69,79.10358565737052,WANDERING
251,0,69,79.06349206349206,WANDERING
252,0,70,79.02766798418972,WANDERING
253,0,72,79.0,WANDERING
254,0,72,78.97254901960784,WANDERING
255,0,71,78.94140625,WANDERING
256,0,71,78.91050583657588,WANDERING
257,0,71,78.87984496124031,WANDERING
258,0,71,78.84942084942085,WANDERING
259,0,71,78.81923076923077,WANDERING
260,0,73,78.79693486590038,WANDERING
261,0,73,78.77480916030534,WANDERING
262,0,73,78.75285171102662,WANDERING
263,0,74,78.73484848484848,WANDERING
264,0,73,78.71320754716982,WANDERING
265,0,73,78.69172932330827,WANDERING
266,0,73,78.67041198501873,WANDERING
267,0,73,78.64925373134328,WANDERING
268,0,73,78.62825278810409,WANDERING
269,0,73,78.60740740740741,WANDERING
270,0,73,78.58671586715867,WANDERING
271,0,73,78.56617647058823,WANDERING
272,0,73,78.54578754578755,WANDERING
273,0,73,78.52554744525547,WANDERING
274,0,73,78.50545454545454,WANDERING
275,0,73,78.48550724637681,WANDERING
276,0,73,78.46570397111914,WANDERING
277,0,73,78.44604316546763,WANDERING
278,0,73,78.42652329749104,WANDERING
279,0,73,78.40714285714286,WANDERING
280,0,72,78.38434163701068,WANDERING
281,0,72,78.36170212765957,WANDERING
282,0,72,78.33922261484099,WANDERING
283,0,72,78.3169014084507,WANDERING
284,0,72,78.29473684210527,WANDERING
285,0,72,78.27272727272727,WANDERING
286,0,72,78.25087108013938,WANDERING
287,0,72,78.22916666666667,WANDERING
288,0,72,78.2076124567474,WANDERING
289,0,72,78.18620689655172,WANDERING
290,0,72,78.16494845360825,WANDERING
291,0,72,78.14383561643835,WANDERING
292,0,71,78.11945392491468,WANDERING
293,0,70,78.09183673469387,WANDERING
294,0,72,78.07118644067796,WANDERING
295,0,72,78.05067567567568,WANDERING
296,0,73,78.03367003367003,WANDERING
297,0,73,78.01677852348993,WANDERING
298,0,72,77.99665551839465,WANDERING
299,0,72,77.97666666666667,WANDERING
300,0,72,77.88333333333334,WANDERING
301,0,73,77.79666666666667,WANDERING
302,0,74,77.72666666666667,WANDERING
303,0,74,77.65666666666667,WANDERING
304,0,74,77.59333333333333,WANDERING
305,0,74,77.53333333333333,WANDERING
306,0,74,77.47666666666667,WANDERING
307,0,74,77.42333333333333,WANDERING
308,0,74,77.37,WANDERING
309,0,74,77.31666666666666,WANDERING
310,0,74,77.26333333333334,WANDERING
311,0,74,77.21,WANDERING
312,0,74,77.15666666666667,WANDERING
313,0,74,77.10333333333334,WANDERING
314,0,74,77.05,WANDERING
315,0,74,76.99666666666667,WANDERING
316,0,74,76.94333333333333,WANDERING
317,0,74,76.89,WANDERING
318,0,74,76.84,WANDERING
319,0,74,76.79,WANDERING
320,0,74,76.74,WANDERING
321,0,75,76.69666666666667,WANDERING
322,0,75,76.65333333333334,WANDERING
323,0,75,76.61,WANDERING
324,0,75,76.56666666666666,WANDERING
325,0,75,76.52333333333333,WANDERING
326,0,75,76.48,WANDERING
327,0,75,76.44,WANDERING
328,0,76,76.40333333333334,WANDERING
329,0,76,76.37333333333333,WANDERING
330,0,76,76.34666666666666,WANDERING
331,0,76,76.33,WANDERING
332,0,76,76.31333333333333,WANDERING
333,0,76,76.29666666666667,WANDERING
334,0,76,76.28333333333333,WANDERING
335,0,76,76.27,WANDERING
336,0,76,76.26,WANDERING
337,0,77,76.25666666666666,WANDERING
338,0,75,76.24666666666667,WANDERING
339,0,75,76.23666666666666,WANDERING
340,0,75,76.22666666666667,WANDERING
341,0,75,76.21666666666667,WANDERING
342,0,75,76.20666666666666,WANDERING
343,0,74,76.19333333333333,WANDERING
344,0,72,76.17333333333333,WANDERING
345,0,71,76.15,WANDERING
346,0,71,76.13,WANDERING
347,0,71,76.11,WANDERING
348,0,70,76.08666666666667,WANDERING
349,0,70,76.06666666666666,WANDERING
350,0,69,76.04333333333334,WANDERING
351,0,69,76.02,WANDERING
352,0,69,75.99666666666667,WANDERING
353,0,69,75.97333333333333,WANDERING
354,0,69,75.95,WANDERING
355,0,69,75.93,WANDERING
356,0,69,75.91,WANDERING
357,0,69,75.89,WANDERING
358,0,69,75.87,WANDERING
359,0,69,75.85333333333334,WANDERING
360,0,69,75.83666666666667,WANDERING
361,0,70,75.82333333333334,WANDERING
362,0,70,75.81,WANDERING
363,0,70,75.8,WANDERING
364,0,70,75.79,WANDERING
365,0,70,75.78333333333333,WANDERING
366,0,70,75.77666666666667,WANDERING
367,0,70,75.77,WANDERING
368,0,70,75.76333333333334,WANDERING
369,0,71,75.76,WANDERING
370,0,71,75.75666666666666,WANDERING
371,0,72,75.75666666666666,WANDERING
372,0,71,75.75666666666666,WANDERING
373,0,70,75.75333333333333,WANDERING
374,0,71,75.75333333333333,WANDERING
375,0,71,75.74333333333334,WANDERING
376,0,70,75.73,WANDERING
377,0,70,75.71333333333334,WANDERING
378,0,70,75.7,WANDERING
379,0,70,75.68666666666667,WANDERING
380,0,69,75.66666666666667,WANDERING
381,0,69,75.64666666666666,WANDERING
382,0,70,75.63,WANDERING
383,0,69,75.61,WANDERING
384,0,68,75.58666666666667,WANDERING
385,0,67,75.56,WANDERING
386,0,67,75.53333333333333,WANDERING
387,0,68,75.51,WANDERING
388,0,68,75.48666666666666,WANDERING
389,0,68,75.46,WANDERING
390,0,68,75.43333333333334,WANDERING
391,0,67,75.40333333333334,WANDERING
392,0,68,75.37666666666667,WANDERING
393,0,67,75.34666666666666,WANDERING
394,0,67,75.31666666666666,WANDERING
395,0,67,75.28666666666666,WANDERING
396,0,67,75.25666666666666,WANDERING
397,0,67,75.22666666666667,WANDERING
398,0,67,75.19666666666667,WANDERING
399,0,67,75.16333333333333,WANDERING
400,0,67,75.12666666666667,WANDERING
401,0,67,75.09,WANDERING
402,0,67,75.04666666666667,WANDERING
403,0,67,75.0,WANDERING
404,0,67,74.95,WANDERING
405,0,67,74.9,WANDERING
406,0,65,74.84,WANDERING
407,0,65,74.78333333333333,WANDERING
408,0,65,74.72333333333333,WANDERING
409,0,64,74.66,WANDERING
410,0,63,74.59,WANDERING
411,0,64,74.52333333333333,WANDERING
412,0,64,74.45666666666666,WANDERING
413,0,63,74.38666666666667,WANDERING
414,0,62,74.30666666666667,WANDERING
415,0,62,74.22666666666667,WANDERING
416,0,62,74.14666666666666,WANDERING
417,0,62,74.07,WANDERING
418,0,62,73.99666666666667,WANDERING
419,0,62,73.91666666666667,WANDERING
420,0,62,73.84,WANDERING
421,0,62,73.76333333333334,WANDERING
422,0,62,73.68666666666667,WANDERING
423,0,62,73.61,WANDERING
424,0,62,73.53333333333333,WANDERING
425,0,62,73.45666666666666,WANDERING
426,0,62,73.37666666666667,WANDERING
427,0,62,73.29666666666667,WANDERING
428,0,62,73.21666666666667,WANDERING
429,0,62,73.13333333333334,WANDERING
430,0,62,73.05,WANDERING
431,0,62,72.97,WANDERING
432,0,62,72.89333333333333,WANDERING
433,0,62,72.82,WANDERING
434,0,62,72.75,WANDERING
435,0,62,72.68,WANDERING
436,0,62,72.61,WANDERING
437,0,62,72.54,WANDERING
438,0,62,72.46666666666667,WANDERING
439,0,62,72.39333333333333,WANDERING
440,0,61,72.31666666666666,WANDERING
441,0,61,72.24,WANDERING
442,0,60,72.16333333333333,WANDERING
443,0,61,72.09,WANDERING
444,0,61,72.01666666666667,WANDERING
445,0,62,71.94333333333333,WANDERING
446,0,62,71.87333333333333,WANDERING
447,0,61,71.80333333333333,WANDERING
448,0,61,71.73333333333333,WANDERING
449,0,61,71.66333333333333,WANDERING
450,0,60,71.59,WANDERING
451,0,59,71.51,WANDERING
452,0,60,71.43333333333334,WANDERING
453,0,60,71.35666666666667,WANDERING
454,0,60,71.28,WANDERING
455,0,60,71.2,WANDERING
456,0,59,71.11666666666666,WANDERING
457,0,58,71.03,WANDERING
458,0,58,70.94333333333333,WANDERING
459,0,58,70.85666666666667,WANDERING
460,0,60,70.77666666666667,WANDERING
461,0,60,70.70333333333333,WANDERING
462,0,60,70.63,WANDERING
463,0,60,70.55666666666667,WANDERING
464,0,61,70.48666666666666,WANDERING
465,0,61,70.41666666666667,WANDERING
466,0,61,70.35,WANDERING
467,0,61,70.28333333333333,WANDERING
468,0,62,70.22,WANDERING
469,0,63,70.16,WANDERING
470,0,63,70.1,WANDERING
471,0,63,70.04,WANDERING
472,0,63,69.98,WANDERING
473,0,64,69.92333333333333,WANDERING
474,0,64,69.86666666666666,WANDERING
475,0,64,69.81,WANDERING
476,0,64,69.75666666666666,WANDERING
477,0,64,69.70333333333333,WANDERING
478,0,64,69.65,WANDERING
479,0,65,69.60333333333334,WANDERING
480,0,65,69.56333333333333,WANDERING
481,0,65,69.52333333333333,WANDERING
482,0,65,69.48333333333333,WANDERING
483,0,67,69.45,WANDERING
484,0,67,69.41666666666667,WANDERING
485,0,67,69.38333333333334,WANDERING
486,0,67,69.35,WANDERING
487,0,68,69.32333333333334,WANDERING
488,0,68,69.29666666666667,WANDERING
489,0,68,69.27,WANDERING
490,0,69,69.25,WANDERING
491,0,68,69.22666666666667,WANDERING
492,0,68,69.20333333333333,WANDERING
493,0,68,69.18,WANDERING
494,0,68,69.15666666666667,WANDERING
495,0,69,69.13666666666667,WANDERING
496,0,69,69.11666666666666,WANDERING
497,0,69,69.09666666666666,WANDERING
498,0,70,69.08,WANDERING
499,0,71,69.06666666666666,WANDERING
500,0,71,69.05333333333333,WANDERING
501,0,71,69.04,WANDERING
502,0,71,69.03,WANDERING
503,0,71,69.02,WANDERING
504,0,71,69.01,WANDERING
505,0,72,69.0,WANDERING
506,0,71,68.98666666666666,WANDERING
507,0,70,68.97,WANDERING
508,0,70,68.95333333333333,WANDERING
509,0,70,68.93666666666667,WANDERING
510,0,70,68.92,WANDERING
511,0,70,68.90333333333334,WANDERING
512,0,70,68.88666666666667,WANDERING
513,0,70,68.87,WANDERING
514,0,71,68.86,WANDERING
515,0,71,68.84666666666666,WANDERING
516,0,71,68.83666666666667,WANDERING
517,0,71,68.82666666666667,WANDERING
518,0,71,68.81666666666666,WANDERING
519,0,70,68.80333333333333,WANDERING
520,0,70,68.79,WANDERING
521,0,70,68.78,WANDERING
522,0,70,68.77,WANDERING
523,0,70,68.76666666666667,WANDERING
524,0,70,68.76333333333334,WANDERING
525,0,70,68.76,WANDERING
526,0,70,68.75666666666666,WANDERING
527,0,70,68.75333333333333,WANDERING
528,0,70,68.75333333333333,WANDERING
529,0,72,68.76,WANDERING
530,0,73,68.77,WANDERING
531,0,74,68.78,WANDERING
532,0,73,68.78666666666666,WANDERING
533,0,73,68.79333333333334,WANDERING
534,0,73,68.79666666666667,WANDERING
535,0,74,68.80333333333333,WANDERING
536,0,74,68.81,WANDERING
537,0,74,68.82333333333334,WANDERING
538,0,74,68.83666666666667,WANDERING
539,0,74,68.84666666666666,WANDERING
540,0,74,68.85666666666667,WANDERING
541,0,74,68.86666666666666,WANDERING
542,0,74,68.87666666666667,WANDERING
543,0,74,68.88666666666667,WANDERING
544,0,75,68.9,WANDERING
545,0,75,68.91333333333333,WANDERING
546,0,75,68.93333333333334,WANDERING
547,0,75,68.95333333333333,WANDERING
548,0,75,68.97666666666667,WANDERING
549,0,75,68.99666666666667,WANDERING
550,0,75,69.01666666666667,WANDERING
551,0,75,69.03666666666666,WANDERING
552,0,75,69.05333333333333,WANDERING
553,0,75,69.06333333333333,WANDERING
554,0,74,69.07,WANDERING
555,0,74,69.08,WANDERING
556,0,74,69.09,WANDERING
557,0,74,69.1,WANDERING
558,0,73,69.10666666666667,WANDERING
559,0,73,69.11333333333333,WANDERING
560,0,73,69.11333333333333,WANDERING
561,0,73,69.11333333333333,WANDERING
562,0,73,69.11333333333333,WANDERING
563,0,73,69.11,WANDERING
564,0,73,69.11,WANDERING
565,0,72,69.10666666666667,WANDERING
566,0,72,69.10333333333334,WANDERING
567,0,72,69.1,WANDERING
568,0,72,69.09666666666666,WANDERING
569,0,72,69.09333333333333,WANDERING
570,0,72,69.09,WANDERING
571,0,72,69.08666666666667,WANDERING
572,0,72,69.08333333333333,WANDERING
573,0,72,69.08,WANDERING
574,0,72,69.07666666666667,WANDERING
575,0,72,69.07333333333334,WANDERING
576,0,72,69.07,WANDERING
577,0,72,69.06666666666666,WANDERING
578,0,73,69.06666666666666,WANDERING
579,0,74,69.07,WANDERING
580,0,75,69.08,WANDERING
581,0,75,69.09,WANDERING
582,0,75,69.1,WANDERING
583,0,75,69.11,WANDERING
584,0,75,69.12,WANDERING
585,0,75,69.13,WANDERING
586,0,75,69.14,WANDERING
587,0,75,69.15,WANDERING
588,0,75,69.16,WANDERING
589,0,75,69.17,WANDERING
590,0,75,69.18,WANDERING
591,0,76,69.19333333333333,WANDERING
592,0,76,69.21,WANDERING
593,0,77,69.23333333333333,WANDERING
594,0,78,69.25333333333333,WANDERING
595,0,78,69.27333333333333,WANDERING
596,0,78,69.29,WANDERING
597,0,78,69.30666666666667,WANDERING
598,0,78,69.32666666666667,WANDERING
599,0,78,69.34666666666666,WANDERING
600,0,78,69.36666666666666,WANDERING
601,0,79,69.38666666666667,WANDERING
602,0,79,69.40333333333334,WANDERING
603,0,78,69.41666666666667,WANDERING
604,0,78,69.43,WANDERING
605,0,78,69.44333333333333,WANDERING
606,0,77,69.45333333333333,WANDERING
607,0,77,69.46333333333334,WANDERING
608,0,77,69.47333333333333,WANDERING
609,0,77,69.48333333333333,WANDERING
610,0,77,69.49333333333334,WANDERING
611,0,75,69.49666666666667,WANDERING
612,0,75,69.5,WANDERING
613,0,75,69.50333333333333,WANDERING
614,0,75,69.50666666666666,WANDERING
615,0,75,69.51,WANDERING
616,0,75,69.51333333333334,WANDERING
617,0,75,69.51666666666667,WANDERING
618,0,74,69.51666666666667,WANDERING
619,0,73,69.51333333333334,WANDERING
620,0,73,69.51,WANDERING
621,0,73,69.50333333333333,WANDERING
622,0,73,69.49666666666667,WANDERING
623,0,74,69.49333333333334,WANDERING
624,0,73,69.48666666666666,WANDERING
625,0,73,69.48,WANDERING
626,0,73,69.47333333333333,WANDERING
627,0,73,69.46666666666667,WANDERING
628,0,73,69.45666666666666,WANDERING
629,0,73,69.44666666666667,WANDERING
630,0,72,69.43333333333334,WANDERING
631,0,72,69.42,WANDERING
632,0,72,69.40666666666667,WANDERING
633,0,71,69.39,WANDERING
634,0,71,69.37333333333333,WANDERING
635,0,71,69.35666666666667,WANDERING
636,0,71,69.34,WANDERING
637,0,71,69.32,WANDERING
638,0,71,69.30666666666667,WANDERING
639,0,69,69.28666666666666,WANDERING
640,0,69,69.26666666666667,WANDERING
641,0,70,69.25,WANDERING
642,0,69,69.23,WANDERING
643,0,68,69.21,WANDERING
644,0,67,69.19333333333333,WANDERING
645,0,67,69.18,WANDERING
646,0,67,69.16666666666667,WANDERING
647,0,67,69.15333333333334,WANDERING
648,0,66,69.14,WANDERING
649,0,66,69.12666666666667,WANDERING
650,0,66,69.11666666666666,WANDERING
651,0,66,69.10666666666667,WANDERING
652,0,66,69.09666666666666,WANDERING
653,0,66,69.08666666666667,WANDERING
654,0,66,69.07666666666667,WANDERING
655,0,66,69.06666666666666,WANDERING
656,0,66,69.05666666666667,WANDERING
657,0,66,69.04666666666667,WANDERING
658,0,66,69.03666666666666,WANDERING
659,0,66,69.02666666666667,WANDERING
660,0,66,69.01666666666667,WANDERING
661,0,66,69.00333333333333,WANDERING
662,0,66,68.99,WANDERING
663,0,66,68.97666666666667,WANDERING
664,0,66,68.96333333333334,WANDERING
665,0,66,68.95,WANDERING
666,0,66,68.93666666666667,WANDERING
667,0,66,68.92333333333333,WANDERING
668,0,66,68.91,WANDERING
669,0,66,68.89333333333333,WANDERING
670,0,66,68.87666666666667,WANDERING
671,0,65,68.85333333333334,WANDERING
672,0,64,68.83,WANDERING
673,0,64,68.81,WANDERING
674,0,64,68.78666666666666,WANDERING
675,0,64,68.76333333333334,WANDERING
676,0,64,68.74333333333334,WANDERING
677,0,64,68.72333333333333,WANDERING
678,0,64,68.70333333333333,WANDERING
679,0,64,68.68333333333334,WANDERING
680,0,64,68.66666666666667,WANDERING
681,0,64,68.65,WANDERING
682,0,64,68.63,WANDERING
683,0,64,68.61333333333333,WANDERING
684,0,64,68.6,WANDERING
685,0,63,68.58666666666667,WANDERING
686,0,63,68.57333333333334,WANDERING
687,0,62,68.55333333333333,WANDERING
688,0,62,68.53333333333333,WANDERING
689,0,62,68.51333333333334,WANDERING
690,0,62,68.49333333333334,WANDERING
691,0,63,68.48,WANDERING
692,0,65,68.47,WANDERING
693,0,65,68.46333333333334,WANDERING
694,0,65,68.45666666666666,WANDERING
695,0,65,68.45,WANDERING
696,0,65,68.44333333333333,WANDERING
697,0,66,68.44,WANDERING
698,0,65,68.43333333333334,WANDERING
699,0,65,68.42666666666666,WANDERING
700,0,65,68.42,WANDERING
701,0,65,68.41333333333333,WANDERING
702,0,65,68.40666666666667,WANDERING
703,0,65,68.4,WANDERING
704,0,66,68.39666666666666,WANDERING
705,0,66,68.39333333333333,WANDERING
706,0,66,68.39666666666666,WANDERING
707,0,66,68.4,WANDERING
708,0,66,68.40333333333334,WANDERING
709,0,65,68.40666666666667,WANDERING
710,0,65,68.41333333333333,WANDERING
711,0,66,68.42,WANDERING
712,0,67,68.43,WANDERING
713,0,67,68.44333333333333,WANDERING
714,0,68,68.46333333333334,WANDERING
715,0,69,68.48666666666666,WANDERING
716,0,70,68.51333333333334,WANDERING
717,0,70,68.54,WANDERING
718,0,71,68.57,WANDERING
719,0,71,68.6,WANDERING
720,0,71,68.63,WANDERING
721,0,72,68.66333333333333,WANDERING
722,0,72,68.69666666666667,WANDERING
723,0,72,68.73,WANDERING
724,0,73,68.76666666666667,WANDERING
725,0,73,68.80333333333333,WANDERING
726,0,73,68.84,WANDERING
727,0,73,68.87666666666667,WANDERING
728,0,74,68.91666666666667,WANDERING
729,0,74,68.95666666666666,WANDERING
730,0,75,69.0,WANDERING
731,0,75,69.04333333333334,WANDERING
732,0,75,69.08666666666667,WANDERING
733,0,75,69.13,WANDERING
