frame,image_index,agents,agents_smoothed
0,0,94,94.0
1,0,94,94.0
2,0,94,94.0
3,0,94,94.0
4,0,93,93.8
5,0,92,93.5
6,0,92,93.28571428571429
7,0,92,93.125
8,0,92,93.0
9,0,93,93.0
10,0,92,92.9090909090909
11,0,92,92.83333333333333
12,0,92,92.76923076923077
13,0,93,92.78571428571429
14,0,93,92.8
15,0,93,92.8125
16,0,93,92.82352941176471
17,0,93,92.83333333333333
18,0,93,92.84210526315789
19,0,94,92.9
20,0,94,92.95238095238095
21,0,95,93.04545454545455
22,0,95,93.1304347826087
23,0,95,93.20833333333333
24,0,95,93.28
25,0,95,93.34615384615384
26,0,95,93.4074074074074
27,0,94,93.42857142857143
28,0,94,93.44827586206897
29,0,94,93.46666666666667
30,0,94,93.48387096774194
31,0,93,93.46875
32,0,93,93.45454545454545
33,0,93,93.44117647058823
34,0,93,93.42857142857143
35,0,93,93.41666666666667
36,0,93,93.4054054054054
37,0,93,93.39473684210526
38,0,93,93.38461538461539
39,0,93,93.375
40,0,93,93.36585365853658
41,0,93,93.35714285714286
42,0,93,93.34883720930233
43,0,93,93.3409090909091
44,0,93,93.33333333333333
45,0,93,93.32608695652173
46,0,93,93.31914893617021
47,0,93,93.3125
48,0,93,93.3061224489796
49,0,93,93.3
50,0,93,93.28
51,0,93,93.26
52,0,94,93.26
53,0,92,93.22
54,0,92,93.2
55,0,92,93.2
56,0,92,93.2
57,0,92,93.2
58,0,92,93.2
59,0,92,93.18
60,0,92,93.18
61,0,92,93.18
62,0,92,93.18
63,0,92,93.16
64,0,91,93.12
65,0,91,93.08
66,0,91,93.04
67,0,91,93.0
68,0,91,92.96
69,0,91,92.9
70,0,91,92.84
71,0,90,92.74
72,0,89,92.62
73,0,89,92.5
74,0,89,92.38
75,0,89,92.26
76,0,89,92.14
77,0,88,92.02
78,0,87,91.88
79,0,88,91.76
80,0,88,91.64
81,0,88,91.54
82,0,88,91.44
83,0,88,91.34
84,0,88,91.24
85,0,87,91.12
86,0,87,91.0
87,0,87,90.88
88,0,88,90.78
89,0,88,90.68
90,0,88,90.58
91,0,88,90.48
92,0,88,90.38
93,0,89,90.3
94,0,88,90.2
95,0,89,90.12
96,0,89,90.04
97,0,88,89.94
98,0,88,89.84
99,0,88,89.74
100,0,86,89.6
101,0,86,89.46
102,0,87,89.32
103,0,87,89.22
104,0,87,89.12
105,0,87,89.02
106,0,87,88.92
107,0,87,88.82
108,0,87,88.72
109,0,87,88.62
110,0,87,88.52
111,0,87,88.42
112,0,87,88.32
113,0,87,88.22
114,0,86,88.12
115,0,86,88.02
116,0,86,87.92
117,0,86,87.82
118,0,89,87.78
119,0,89,87.74
120,0,89,87.7
121,0,88,87.66
122,0,88,87.64
123,0,88,87.62
124,0,89,87.62
125,0,88,87.6
126,0,88,87.58
127,0,88,87.58
128,0,87,87.58
129,0,87,87.56
130,0,86,87.52
131,0,87,87.5
132,0,89,87.52
133,0,88,87.52
134,0,87,87.5
135,0,87,87.5
136,0,87,87.5
137,0,86,87.48
138,0,86,87.44
139,0,86,87.4
140,0,85,87.34
141,0,85,87.28
142,0,86,87.24
143,0,86,87.18
144,0,87,87.16
145,0,87,87.12
146,0,88,87.1
147,0,88,87.1
148,0,88,87.1
149,0,88,87.1
150,0,87,87.12
151,0,88,87.16
152,0,87,87.16
153,0,87,87.16
154,0,86,87.14
155,0,87,87.14
156,0,87,87.14
157,0,89,87.18
158,0,89,87.22
159,0,89,87.26
160,0,89,87.3
161,0,88,87.32
162,0,88,87.34
163,0,88,87.36
164,0,88,87.4
165,0,88,87.44
166,0,89,87.5
167,0,89,87.56
168,0,89,87.56
169,0,89,87.56
170,0,89,87.56
171,0,89,87.58
172,0,88,87.58
173,0,89,87.6
174,0,89,87.6
175,0,89,87.62
176,0,89,87.64
177,0,89,87.66
178,0,89,87.7
179,0,89,87.74
180,0,89,87.8
181,0,89,87.84
182,0,89,87.84
183,0,87,87.82
184,0,87,87.82
185,0,87,87.82
186,0,86,87.8
187,0,86,87.8
188,0,86,87.8
189,0,87,87.82
190,0,87,87.86
191,0,88,87.92
192,0,89,87.98
193,0,89,88.04
194,0,89,88.08
195,0,89,88.12
196,0,89,88.14
197,0,87,88.12
198,0,86,88.08
199,0,86,88.04
200,0,86,88.02
201,0,86,87.98
202,0,86,87.96
203,0,86,87.94
204,0,86,87.94
205,0,87,87.94
206,0,87,87.94
207,0,88,87.92
208,0,88,87.9
209,0,88,87.88
210,0,88,87.86
211,0,89,87.88
212,0,90,87.92
213,0,90,87.96
214,0,90,88.0
215,0,90,88.04
216,0,88,88.02
217,0,89,88.02
218,0,89,88.02
219,0,88,88.0
220,0,89,88.0
221,0,89,88.0
222,0,89,88.02
223,0,87,87.98
224,0,86,87.92
225,0,86,87.86
226,0,86,87.8
227,0,86,87.74
228,0,86,87.68
229,0,86,87.62
230,0,85,87.54
231,0,86,87.48
232,0,86,87.42
233,0,86,87.4
234,0,86,87.38
235,0,86,87.36
236,0,86,87.36
237,0,84,87.32
238,0,84,87.28
239,0,84,87.22
240,0,84,87.16
241,0,85,87.1
242,0,85,87.02
243,0,85,86.94
244,0,85,86.86
245,0,86,86.8
246,0,85,86.72
247,0,84,86.66
248,0,84,86.62
249,0,85,86.6
250,0,85,86.58
251,0,86,86.58
252,0,85,86.56
253,0,86,86.56
254,0,86,86.56
255,0,87,86.56
256,0,88,86.58
257,0,88,86.58
258,0,87,86.56
259,0,87,86.54
260,0,87,86.52
261,0,87,86.48
262,0,87,86.42
263,0,88,86.38
264,0,87,86.32
265,0,86,86.24
266,0,85,86.18
267,0,86,86.12
268,0,86,86.06
269,0,87,86.04
270,0,87,86.0
271,0,87,85.96
272,0,87,85.92
273,0,87,85.92
274,0,85,85.9
275,0,85,85.88
276,0,85,85.86
277,0,86,85.86
278,0,86,85.86
279,0,86,85.86
280,0,87,85.9
281,0,87,85.92
282,0,87,85.94
283,0,87,85.96
284,0,87,85.98
285,0,87,86.0
286,0,87,86.02
287,0,86,86.06
288,0,87,86.12
289,0,87,86.18
290,0,87,86.24
291,0,88,86.3
292,0,88,86.36
293,0,88,86.42
294,0,88,86.48
295,0,88,86.52
296,0,87,86.56
297,0,88,86.64
298,0,88,86.72
299,0,88,86.78
300,0,87,86.82
301,0,87,86.84
302,0,87,86.88
303,0,87,86.9
304,0,87,86.92
305,0,87,86.92
306,0,86,86.88
307,0,86,86.84
308,0,86,86.82
309,0,86,86.8
310,0,86,86.78
311,0,86,86.76
312,0,86,86.74
313,0,86,86.7
314,0,86,86.68
315,0,89,86.74
316,0,89,86.82
317,0,89,86.88
318,0,90,86.96
319,0,90,87.02
320,0,90,87.08
321,0,88,87.1
322,0,88,87.12
323,0,88,87.14
324,0,88,87.2
325,0,88,87.26
326,0,89,87.34
327,0,90,87.42
328,0,90,87.5
329,0,89,87.56
330,0,89,87.6
331,0,90,87.66
332,0,90,87.72
333,0,89,87.76
334,0,89,87.8
335,0,89,87.84
336,0,89,87.88
337,0,89,87.94
338,0,89,87.98
339,0,89,88.02
340,0,89,88.06
341,0,88,88.06
342,0,90,88.1
343,0,89,88.12
344,0,89,88.14
345,0,90,88.18
346,0,89,88.22
347,0,89,88.24
348,0,89,88.26
349,0,89,88.28
350,0,89,88.32
351,0,88,88.34
352,0,87,88.34
353,0,88,88.36
354,0,88,88.38
355,0,88,88.4
356,0,88,88.44
357,0,87,88.46
358,0,87,88.48
359,0,88,88.52
360,0,88,88.56
361,0,88,88.6
362,0,87,88.62
363,0,86,88.62
364,0,86,88.62
365,0,86,88.56
366,0,85,88.48
367,0,84,88.38
368,0,84,88.26
369,0,86,88.18
370,0,86,88.1
371,0,86,88.06
372,0,86,88.02
373,0,87,88.0
374,0,87,87.98
375,0,87,87.96
376,0,87,87.92
377,0,87,87.86
378,0,87,87.8
379,0,87,87.76
380,0,87,87.72
381,0,89,87.7
382,0,89,87.68
383,0,89,87.68
384,0,88,87.66
385,0,88,87.64
386,0,88,87.62
387,0,88,87.6
388,0,88,87.58
389,0,88,87.56
390,0,88,87.54
391,0,88,87.54
392,0,88,87.5
393,0,88,87.48
394,0,88,87.46
395,0,87,87.4
396,0,85,87.32
397,0,85,87.24
398,0,85,87.16
399,0,85,87.08
400,0,85,87.0
401,0,84,86.92
402,0,84,86.86
403,0,84,86.78
404,0,84,86.7
405,0,84,86.62
406,0,84,86.54
407,0,84,86.48
408,0,83,86.4
409,0,83,86.3
410,0,84,86.22
411,0,83,86.12
412,0,85,86.08
413,0,86,86.08
414,0,87,86.1
415,0,87,86.12
416,0,86,86.14
417,0,87,86.2
418,0,88,86.28
419,0,85,86.26
420,0,86,86.26
421,0,86,86.26
422,0,85,86.24
423,0,86,86.22
424,0,85,86.18
425,0,84,86.12
426,0,84,86.06
427,0,84,86.0
428,0,84,85.94
429,0,84,85.88
430,0,84,85.82
431,0,84,85.72
432,0,84,85.62
433,0,84,85.52
434,0,84,85.44
435,0,84,85.36
436,0,84,85.28
437,0,84,85.2
438,0,85,85.14
439,0,85,85.08
440,0,86,85.04
441,0,85,84.98
442,0,85,84.92
443,0,85,84.86
444,0,85,84.8
445,0,85,84.76
446,0,86,84.78
447,0,86,84.8
448,0,85,84.8
449,0,86,84.82
450,0,86,84.84
451,0,86,84.88
452,0,86,84.92
453,0,87,84.98
454,0,85,85.0
455,0,85,85.02
456,0,85,85.04
457,0,84,85.04
458,0,84,85.06
459,0,84,85.08
460,0,84,85.08
461,0,85,85.12
462,0,86,85.14
463,0,86,85.14
464,0,86,85.12
465,0,89,85.16
466,0,89,85.22
467,0,89,85.26
468,0,89,85.28
469,0,89,85.36
470,0,89,85.42
471,0,89,85.48
472,0,89,85.56
473,0,88,85.6
474,0,88,85.66
475,0,88,85.74
476,0,88,85.82
477,0,89,85.92
478,0,89,86.02
479,0,89,86.12
480,0,89,86.22
481,0,90,86.34
482,0,90,86.46
483,0,90,86.58
484,0,90,86.7
485,0,89,86.8
486,0,89,86.9
487,0,89,87.0
488,0,89,87.08
489,0,89,87.16
490,0,89,87.22
491,0,89,87.3
492,0,90,87.4
493,0,90,87.5
494,0,91,87.62
495,0,91,87.74
496,0,93,87.88
497,0,93,88.02
498,0,94,88.2
499,0,95,88.38
500,0,95,88.56
501,0,96,88.76
502,0,96,88.96
503,0,95,89.12
504,0,95,89.32
505,0,95,89.52
506,0,95,89.72
507,0,95,89.94
508,0,95,90.16
509,0,95,90.38
510,0,95,90.6
511,0,95,90.8
512,0,94,90.96
513,0,95,91.14
514,0,94,91.3
515,0,94,91.4
516,0,94,91.5
517,0,94,91.6
518,0,94,91.7
519,0,94,91.8
520,0,94,91.9
521,0,95,92.02
522,0,95,92.14
523,0,94,92.26
524,0,94,92.38
525,0,94,92.5
526,0,94,92.62
527,0,94,92.72
528,0,94,92.82
529,0,94,92.92
530,0,94,93.02
531,0,94,93.1
532,0,94,93.18
533,0,92,93.22
534,0,93,93.28
535,0,93,93.36
536,0,93,93.44
537,0,91,93.48
538,0,91,93.52
539,0,91,93.56
540,0,91,93.6
541,0,90,93.62
542,0,90,93.62
543,0,90,93.62
544,0,90,93.6
545,0,90,93.58
546,0,90,93.52
547,0,91,93.48
548,0,92,93.44
549,0,90,93.34
550,0,90,93.24
551,0,90,93.12
552,0,90,93.0
553,0,90,92.9
554,0,90,92.8
555,0,90,92.7
556,0,90,92.6
557,0,90,92.5
558,0,89,92.38
559,0,89,92.26
560,0,89,92.14
561,0,90,92.04
562,0,90,91.96
563,0,90,91.86
564,0,90,91.78
565,0,89,91.68
566,0,88,91.56
567,0,88,91.44
568,0,87,91.3
569,0,87,91.16
570,0,86,91.0
571,0,87,90.84
572,0,87,90.68
573,0,88,90.56
574,0,88,90.44
575,0,88,90.32
576,0,88,90.2
577,0,88,90.08
578,0,88,89.96
579,0,88,89.84
580,0,88,89.72
581,0,88,89.6
582,0,89,89.5
583,0,89,89.44
584,0,89,89.36
585,0,89,89.28
586,0,89,89.2
587,0,89,89.16
588,0,90,89.14
589,0,89,89.1
590,0,89,89.06
591,0,89,89.04
592,0,89,89.02
593,0,89,89.0
594,0,88,88.96
595,0,88,88.92
596,0,88,88.88
597,0,89,88.84
598,0,89,88.78
599,0,90,88.78
600,0,90,88.78
601,0,90,88.78
602,0,90,88.78
603,0,90,88.78
604,0,90,88.78
605,0,91,88.8
606,0,91,88.82
607,0,91,88.84
608,0,91,88.88
609,0,91,88.92
610,0,90,88.94
611,0,89,88.92
612,0,88,88.88
613,0,88,88.84
614,0,88,88.8
615,0,88,88.78
616,0,88,88.78
617,0,88,88.78
618,0,88,88.8
619,0,88,88.82
620,0,88,88.86
621,0,88,88.88
622,0,88,88.9
623,0,90,88.94
624,0,90,88.98
625,0,90,89.02
626,0,91,89.08
627,0,91,89.14
628,0,91,89.2
629,0,91,89.26
630,0,91,89.32
631,0,91,89.38
632,0,90,89.4
633,0,92,89.46
634,0,92,89.52
635,0,92,89.58
636,0,92,89.64
637,0,91,89.68
638,0,91,89.7
639,0,92,89.76
640,0,90,89.78
641,0,90,89.8
642,0,90,89.82
643,0,90,89.84
644,0,89,89.86
645,0,88,89.86
646,0,88,89.86
647,0,88,89.84
648,0,87,89.8
649,0,87,89.74
650,0,88,89.7
651,0,87,89.64
652,0,87,89.58
653,0,88,89.54
654,0,88,89.5
655,0,88,89.44
656,0,89,89.4
657,0,89,89.36
658,0,89,89.32
659,0,90,89.3
660,0,90,89.3
661,0,90,89.32
662,0,90,89.36
663,0,90,89.4
664,0,91,89.46
665,0,91,89.52
666,0,92,89.6
667,0,92,89.68
668,0,92,89.76
669,0,90,89.8
670,0,89,89.82
671,0,88,89.82
672,0,88,89.82
673,0,87,89.76
674,0,87,89.7
675,0,87,89.64
676,0,86,89.54
677,0,86,89.44
678,0,86,89.34
679,0,85,89.22
680,0,86,89.12
681,0,86,89.02
682,0,86,88.94
683,0,86,88.82
684,0,87,88.72
685,0,87,88.62
686,0,87,88.52
687,0,87,88.44
688,0,87,88.36
689,0,88,88.28
690,0,88,88.24
691,0,89,88.22
692,0,89,88.2
693,0,89,88.18
694,0,89,88.18
695,0,89,88.2
696,0,89,88.22
697,0,89,88.24
698,0,88,88.26
699,0,88,88.28
700,0,88,88.28
701,0,88,88.3
702,0,88,88.32
703,0,88,88.32
704,0,88,88.32
705,0,86,88.28
706,0,86,88.22
707,0,86,88.16
708,0,87,88.12
709,0,87,88.06
710,0,88,88.02
711,0,88,87.98
712,0,88,87.94
713,0,88,87.9
714,0,88,87.84
715,0,87,87.76
716,0,87,87.66
717,0,87,87.56
718,0,87,87.46
719,0,87,87.4
720,0,87,87.36
721,0,87,87.34
722,0,87,87.32
723,0,87,87.32
724,0,88,87.34
725,0,88,87.36
726,0,89,87.42
727,0,89,87.48
728,0,89,87.54
729,0,90,87.64
730,0,90,87.72
731,0,91,87.82
732,0,91,87.92
733,0,91,88.02
734,0,90,88.08
735,0,90,88.14
736,0,89,88.18
737,0,89,88.22
738,0,89,88.26
739,0,89,88.28
740,0,89,88.3
741,0,89,88.3
742,0,88,88.28
743,0,88,88.26
744,0,87,88.22
745,0,87,88.18
746,0,87,88.14
747,0,87,88.1
748,0,87,88.08
749,0,87,88.06
750,0,87,88.04
751,0,88,88.04
752,0,88,88.04
753,0,88,88.04
754,0,90,88.08
755,0,90,88.16
756,0,90,88.24
757,0,89,88.3
758,0,89,88.34
759,0,88,88.36
760,0,88,88.36
761,0,87,88.34
762,0,87,88.32
763,0,87,88.3
764,0,87,88.28
765,0,87,88.28
766,0,86,88.26
767,0,87,88.26
768,0,87,88.26
769,0,87,88.26
770,0,87,88.26
771,0,87,88.26
772,0,86,88.24
773,0,86,88.22
774,0,86,88.18
775,0,86,88.14
776,0,86,88.08
777,0,86,88.02
778,0,85,87.94
779,0,85,87.84
780,0,86,87.76
781,0,86,87.66
782,0,86,87.56
783,0,86,87.46
784,0,86,87.38
785,0,86,87.3
786,0,87,87.26
787,0,87,87.22
788,0,86,87.16
789,0,86,87.1
790,0,86,87.04
791,0,86,86.98
792,0,88,86.98
793,0,88,86.98
794,0,89,87.02
795,0,91,87.1
796,0,92,87.2
797,0,92,87.3
798,0,92,87.4
799,0,92,87.5
800,0,92,87.6
801,0,92,87.68
802,0,93,87.78
803,0,93,87.88
804,0,93,87.94
805,0,93,88.0
806,0,93,88.06
807,0,93,88.14
808,0,93,88.22
809,0,92,88.3
810,0,93,88.4
811,0,93,88.52
812,0,93,88.64
813,0,94,88.78
814,0,95,88.94
815,0,96,89.12
816,0,96,89.32
817,0,96,89.5
818,0,96,89.68
819,0,95,89.84
820,0,95,90.0
821,0,94,90.14
822,0,94,90.3
823,0,94,90.46
824,0,94,90.62
825,0,94,90.78
826,0,94,90.94
827,0,94,91.1
828,0,94,91.28
829,0,94,91.46
830,0,94,91.62
831,0,95,91.8
832,0,95,91.98
833,0,95,92.16
834,0,94,92.32
835,0,94,92.48
836,0,94,92.62
837,0,94,92.76
838,0,94,92.92
839,0,94,93.08
840,0,95,93.26
841,0,95,93.44
842,0,96,93.6
843,0,96,93.76
844,0,95,93.88
845,0,94,93.94
846,0,93,93.96
847,0,92,93.96
848,0,92,93.96
849,0,91,93.94
850,0,90,93.9
851,0,90,93.86
852,0,90,93.8
853,0,90,93.74
