frame,image_index,agents
27884,0,56
8693,0,92
33207,1,60
11386,1,10
47235,1,76
33532,1,60
2222,0,86
15875,1,20
23029,0,67
849,1,16
19088,0,80
21008,0,76
23653,1,34
41384,0,27
43653,1,72
34853,0,41
37376,1,62
23532,0,64
47569,0,24
12142,0,87
4078,1,15
21452,0,68
15661,0,88
21963,1,26
43714,0,27
36630,0,34
41017,1,73
9926,1,11
47467,1,78
41369,1,73
16890,0,78
11948,0,90
27124,1,44
50904,1,80
25776,0,60
28919,0,52
21475,0,66
4584,0,92
4131,1,5
48568,0,24
9756,0,87
28496,1,50
16531,0,83
29928,1,52
31082,0,43
40475,1,72
32280,0,36
44865,1,75
26865,1,44
18324,0,74
47348,0,26
54012,1,83
23526,0,65
17830,0,79
47181,0,23
36838,0,34
19177,0,76
17289,0,80
33284,1,62
42812,0,31
49988,1,79
31029,0,48
14261,0,87
5496,1,6
28338,0,53
36363,1,63
56907,1,85
52179,0,17
40760,1,71
11071,0,87
24961,0,65
26309,0,58
33363,1,61
52025,0,20
47430,1,77
57385,0,16
3592,1,10
3949,0,90
37828,0,38
35744,0,31
2053,1,11
56774,1,86
32247,1,60
6690,1,22
33603,1,62
16028,0,83
26227,0,59
27913,0,56
38718,1,68
52877,0,16
58174,1,84
35122,0,39
1547,1,19
21802,1,27
3166,1,11
25797,1,42
52244,1,81
53823,1,85
9379,0,86
38764,1,69
10299,0,94
2224,1,14
19752,1,24
32618,0,36
7038,1,8
55165,0,15
38263,0,33
38359,0,34
1536,1,18
18580,0,76
4966,0,85
26721,0,58
49302,0,22
48207,0,22
57401,1,84
43724,0,28
11270,1,8
43837,0,27
5056,1,2
40867,1,73
10802,0,89
17024,0,78
24093,0,58
29405,0,47
25645,0,57
43418,0,29
48018,1,78
12772,1,19
24126,1,41
49606,0,19
56663,0,16
55565,0,14
58000,0,11
11903,1,7
52248,1,81
57846,1,86
9665,1,16
3064,1,13
34074,1,63
6642,0,84
41333,0,25
4439,0,86
22336,0,71
42146,0,29
57715,0,16
6519,1,7
11367,0,90
34206,1,63
2179,1,14
10287,1,6
34931,1,60
347,0,90
2810,1,13
43624,0,28
18656,0,74
19322,0,72
49635,0,19
1838,0,84
6597,0,88
18841,1,21
18854,0,80
23182,0,63
54146,0,16
3477,0,87
26811,1,43
50264,1,81
25013,0,62
38193,0,31
31815,1,64
1808,1,14
46239,0,25
58791,1,85
59686,1,85
15609,1,18
46694,1,75
12935,1,10
35627,0,40
11642,0,89
38967,1,68
24512,0,56
38677,1,67
16375,1,19
24788,1,42
49130,1,78
52042,1,80
36450,1,62
59889,0,13
15483,0,86
37076,0,35
41726,0,30
55021,1,82
54962,0,18
17012,1,24
5389,1,16
27018,1,40
38141,0,32
19679,0,75
2427,1,12
12762,1,18
59893,0,13
38718,0,32
15538,0,85
35102,0,41
50760,1,82
29266,1,57
16652,1,14
32510,1,61
56808,0,13
37941,0,33
142,1,13
54201,0,16
58483,0,15
39732,1,73
29156,0,47
30279,0,43
24584,1,37
34390,0,38
5025,1,9
11833,0,95
19189,1,23
38881,1,67
45984,0,26
13520,0,88
34426,0,40
59565,0,14
13576,0,85
39497,1,73
58950,1,85
29575,0,46
30056,0,45
16306,0,84
15017,0,87
21995,0,74
57762,0,15
34900,0,39
36099,1,66
58671,0,11
38839,1,67
45268,1,77
53450,1,83
26526,1,38
41873,0,28
46216,0,23
4079,1,14
15253,1,14
40542,0,29
53903,0,12
35990,1,61
58503,0,16
23881,1,34
4432,1,14
14717,1,20
30038,0,46
18859,0,81
10647,0,87
23148,1,35
13485,1,15
324,0,92
26378,0,56
48174,0,22
31222,1,56
48178,0,22
48283,1,80
42605,0,26
15062,1,10
31465,0,39
41813,1,74
48044,0,23
57630,0,14
42975,0,28
28917,1,48
51434,0,20
5526,1,9
15493,0,81
4060,1,14
59984,1,85
38970,1,68
1681,1,8
53572,1,83
18076,1,24
13655,0,84
21504,1,33
35421,0,37
43831,1,73
55719,1,85
43569,1,72
17495,0,78
49251,0,22
17084,0,83
46585,0,25
2838,0,85
31789,0,40
26179,1,47
55546,0,13
1707,0,89
2430,0,89
34985,0,40
29059,1,51
43773,1,73
19929,1,24
5210,1,14
31943,0,42
31005,1,56
35880,1,66
43000,1,71
22054,1,27
44935,0,26
20907,0,69
34026,1,61
22674,0,68
9584,0,91
48145,0,23
35154,0,36
37712,1,70
9066,1,12
45533,0,17
13428,1,19
31811,1,64
59989,1,85
26933,0,56
58200,1,84
25259,0,53
32784,1,62
53929,0,13
54065,1,83
35980,1,62
43959,1,76
18597,0,76
3819,1,14
43938,1,72
15784,1,18
35424,0,37
15041,1,11
34582,0,39
30831,1,56
54005,0,17
23740,0,63
35820,0,37
7596,0,85
22833,0,71
42526,1,70
44072,1,78
48173,0,22
7335,0,88
44918,1,74
21772,0,70
52663,0,17
16865,1,19
21537,1,30
53405,1,82
16127,1,15
55474,0,15
47060,0,26
48078,1,77
50989,0,20
23351,0,65
30809,0,44
68,1,12
22139,1,31
48921,0,19
6748,1,14
36841,1,66
39555,1,71
54389,0,15
6732,1,18
33928,1,64
22093,0,68
37495,1,63
33360,0,39
4036,1,21
34775,0,40
43885,0,27
45778,0,26
55579,0,15
24888,0,58
49813,0,18
52649,1,82
25154,0,54
24676,1,38
36564,0,34
16658,0,84
18414,0,70
22325,1,31
25002,1,39
49564,1,80
17750,1,16
46674,1,78
