frame,image_index,agents
18385,0,91
36068,0,89
6772,0,88
4257,0,89
5900,0,87
36072,0,89
50511,1,14
46836,0,92
23773,1,8
35131,0,91
10075,1,6
3006,1,14
26906,0,90
44516,1,12
13037,0,94
53154,0,86
9470,0,85
27299,0,87
37935,0,89
57815,1,10
17091,1,13
18928,0,86
1059,1,9
37604,1,13
42560,0,87
34820,0,89
37000,1,11
48675,1,6
15497,0,90
39992,0,90
14170,0,92
55006,1,6
52345,1,11
44546,1,14
49454,1,12
11982,0,90
40221,1,16
37698,1,14
11857,1,7
21055,0,88
48045,0,90
19066,0,86
44569,0,83
14031,0,87
34455,1,3
39990,0,89
25425,1,10
27762,0,94
23814,1,10
46093,0,87
14922,0,86
3859,0,92
50177,1,9
24041,0,85
24473,0,88
59153,0,93
56695,1,16
33537,1,11
7517,1,12
24750,0,81
6010,1,20
43234,1,16
17083,1,11
18092,0,86
48154,0,85
44690,0,93
51657,1,8
2234,0,90
45906,1,12
57775,0,91
54914,1,11
58885,1,7
35108,0,90
49161,1,13
40616,0,90
51648,1,7
32758,1,8
47625,0,87
50252,1,8
11890,1,16
10095,1,14
20192,1,12
40648,0,89
26632,1,11
54204,1,6
51182,0,91
4531,0,86
9035,0,95
24955,1,10
34807,0,90
17595,1,7
28747,1,12
8195,1,16
20028,0,83
8429,0,86
17047,1,12
41994,1,14
48389,1,6
11582,1,8
23970,1,9
51359,0,94
59753,0,86
27507,0,92
27244,1,7
49869,0,96
2029,1,5
50063,0,91
2160,0,90
13965,0,82
14432,1,12
25723,1,16
36342,0,90
32316,1,12
40254,0,87
55111,1,8
29740,0,91
938,1,5
55086,1,8
13715,0,88
4058,0,90
8716,0,92
43836,1,9
44901,0,90
56434,0,87
25688,0,89
18066,0,87
2677,0,89
14415,0,87
29439,1,12
59621,0,89
54832,1,12
31476,0,91
45715,0,93
7249,1,7
13533,1,11
47724,1,10
9282,1,12
51610,0,91
34291,1,12
1165,1,9
3824,1,8
9294,1,14
5899,1,13
39875,0,89
52477,1,11
18578,0,96
985,0,93
56939,0,90
18306,0,87
8399,0,90
16829,1,15
8817,1,9
13531,1,12
42730,0,89
16866,1,15
50192,0,93
24848,0,86
42465,1,12
43785,0,91
37236,1,9
29242,1,11
41885,1,7
33851,0,91
562,0,90
43811,0,89
30969,0,94
36383,0,90
31800,1,16
44024,0,86
57663,1,9
4787,0,92
11012,1,11
30293,0,88
27316,0,86
53877,1,11
9021,0,93
15753,1,7
37329,1,6
9620,0,86
39087,0,90
46734,0,86
3708,0,78
4987,1,10
57298,1,13
49526,0,88
16274,0,89
18906,0,90
31903,1,10
54611,0,91
36189,1,3
38399,1,5
44845,1,16
22819,0,86
17002,1,10
51587,0,93
12610,0,92
53894,0,88
35527,1,8
39484,1,13
42339,0,90
26303,1,16
54882,0,86
59939,1,11
14410,1,11
59959,1,10
36373,0,90
38318,1,8
56585,1,11
23251,1,11
33181,0,92
46448,1,16
22670,1,9
56978,1,10
15113,0,93
7688,0,86
36719,1,7
25158,0,91
23789,1,8
26714,1,13
4991,0,87
58503,1,16
47321,0,91
17571,1,9
21589,0,89
11764,1,10
14717,1,9
33973,0,95
58635,1,12
21828,0,88
17490,0,90
6824,0,95
37396,0,86
12891,1,14
1369,1,13
31454,1,11
5990,1,20
50958,0,93
9223,0,93
42857,0,95
27757,1,5
42045,1,10
37152,0,89
18832,0,90
28131,1,13
57346,0,85
27511,0,92
12967,0,87
35269,1,10
59648,0,88
43273,0,86
58383,0,86
48961,1,12
37219,0,93
8736,1,8
33140,0,90
24259,0,92
15351,0,86
27181,1,12
693,0,91
44624,1,13
4984,1,9
42269,0,90
2984,1,15
13796,0,90
15817,0,88
30007,1,6
26069,0,86
59452,1,12
44420,1,8
15011,0,87
15963,1,12
58346,1,13
23518,1,8
36326,1,13
47146,1,17
42589,1,14
4956,1,8
32357,1,11
51226,1,13
55194,1,8
5857,0,86
34921,1,16
8241,0,89
41297,0,90
1532,1,11
31231,1,13
7771,1,9
34865,0,85
59904,1,7
3751,1,20
53394,0,87
56526,0,89
23869,0,87
43705,0,88
54589,1,12
